TransactionID,CustomerType,ProductCategory,Product,Quantity,PricePerUnit,TotalAmount,PaymentMethod,StoreLocation,Date,WeatherCondition,TrafficStatus,StoreMusicPlaying,EmployeeOnDuty,NearbyEvents
TX01600,Member,Personal Care,Lotion,,1074.95,4299.8,Credit Card,Chitwan,2024-03-07 15:00:00,Sunny,Light,Classical,David,Political Rally
TX01601,Member,Frozen Foods,Frozen Meat,2.0,757.32,1514.64,Mobile Payment,Chitwan,2024-03-07 16:00:00,Snowy,Light,No Music,Sarah,Festival
TX01602,Member,Personal Care,Hair Gel,4.0,1845.2,7380.8,Cash,Kathmandu,2024-03-07 17:00:00,Rainy,Light,Classical,,Concert
TX01603,Member,Electronics,Power Bank,1.0,145.9,145.9,Debit Card,Bhairahawa,2024-03-07 18:00:00,Snowy,Light,,John,Sports Event
TX01604,Guest,Household Items,Air Freshener,5.0,1449.59,7247.95,Mobile Payment,Bhairahawa,2024-03-07 19:00:00,Rainy,Light,Rock,Sarah,Political Rally
TX01605,Guest,Household Items,Dish Soap,2.0,1494.91,2989.82,Credit Card,Biratnagar,2024-03-07 20:00:00,Rainy,Heavy,Pop,Michael,Political Rally
TX01606,Guest,Clothing,Socks,5.0,1536.85,7684.25,Credit Card,Biratnagar,2024-03-07 21:00:00,Rainy,,Rock,David,Festival
TX01607,Member,Clothing,Belt,5.0,1811.42,9057.1,Mobile Payment,Pokhara,2024-03-07 22:00:00,Cloudy,Heavy,Classical,John,Sports Event
TX01608,Guest,Sports & Fitness,Dumbbells,5.0,1285.58,6427.9,Mobile Payment,Chitwan,2024-03-07 23:00:00,Cloudy,Moderate,Rock,Michael,Sports Event
TX01609,Guest,Dairy Products,Yogurt,3.0,777.35,2332.05,Mobile Payment,Kathmandu,2024-03-08 00:00:00,Cloudy,Heavy,Pop,John,Political Rally
TX01610,Guest,Bakery,Bread,4.0,1210.0,4840.0,Credit Card,Bhairahawa,2024-03-08 01:00:00,Rainy,Heavy,Classical,John,Concert
TX01611,Member,Beverages,Whiskey,2.0,258.1,516.2,,Kathmandu,2024-03-08 02:00:00,Sunny,Moderate,No Music,David,None
TX01612,Regular,Electronics,Television,,641.65,3208.25,Credit Card,Chitwan,2024-03-08 03:00:00,Rainy,Heavy,,,Political Rally
TX01613,Guest,Stationery,Pencil,3.0,1614.76,4844.28,Credit Card,Bhairahawa,2024-03-08 04:00:00,Windy,Heavy,No Music,David,Sports Event
TX01614,Member,Household Items,Laundry Basket,,873.95,1747.9,,Biratnagar,2024-03-08 05:00:00,Rainy,Light,Rock,John,Sports Event
TX01615,Guest,Personal Care,Face Wash,4.0,876.2,3504.8,Credit Card,Biratnagar,2024-03-08 06:00:00,Windy,Light,Rock,John,Festival
TX01616,,Beverages,Soda,5.0,1765.71,8828.55,Mobile Payment,Pokhara,,Rainy,Moderate,,Michael,Festival
TX01617,Guest,Stationery,Scissors,2.0,403.16,806.32,Cash,Bhairahawa,2024-03-08 08:00:00,Windy,Light,Classical,Emily,Political Rally
TX01618,Member,,Cabbage,5.0,387.06,1935.3,Credit Card,Bhairahawa,2024-03-08 09:00:00,,Light,Pop,Michael,Concert
TX01619,Member,Grocery,Oil,4.0,1260.31,5041.24,Cash,Bhairahawa,2024-03-08 10:00:00,Snowy,Heavy,Jazz,John,Sports Event
TX01620,Member,Fresh Produce,Ginger,5.0,659.34,3296.7000000000003,Credit Card,Biratnagar,2024-03-08 11:00:00,Rainy,Heavy,Pop,Sarah,Political Rally
TX01621,Member,Stationery,,3.0,,3356.76,Mobile Payment,Kathmandu,,Windy,Moderate,No Music,David,Sports Event
TX01622,Member,Beverages,Mineral Water,3.0,883.54,2650.62,Cash,Pokhara,2024-03-08 13:00:00,Windy,Heavy,,David,None
TX01623,Regular,Meat & Seafood,Fish Fillet,3.0,1623.83,4871.49,Cash,Bhairahawa,2024-03-08 14:00:00,Sunny,Heavy,Pop,Michael,Concert
TX01624,Guest,,Sponge,2.0,1089.73,2179.46,Debit Card,Chitwan,2024-03-08 15:00:00,,Light,Pop,Emily,None
TX01625,Member,Household Items,Dustpan,5.0,1254.31,,Cash,Pokhara,2024-03-08 16:00:00,Rainy,Moderate,Jazz,John,Concert
TX01626,Guest,Personal Care,Face Wash,5.0,1652.83,8264.15,Debit Card,Pokhara,2024-03-08 17:00:00,Sunny,Moderate,Classical,David,Festival
TX01627,Regular,Electronics,,1.0,908.48,,Mobile Payment,Chitwan,2024-03-08 18:00:00,Sunny,Light,Classical,Michael,None
TX01628,Guest,Snacks,Cookies,2.0,1998.75,3997.5,Credit Card,Biratnagar,2024-03-08 19:00:00,Rainy,Light,Jazz,Michael,Political Rally
TX01629,Guest,Beverages,Milkshake,1.0,1392.16,1392.16,Mobile Payment,Pokhara,2024-03-08 20:00:00,Rainy,Moderate,No Music,Emily,Political Rally
TX01630,Guest,Electronics,Charger,4.0,113.0,452.0,Debit Card,Biratnagar,2024-03-08 21:00:00,Rainy,Light,Jazz,John,Sports Event
TX01631,Guest,Clothing,Trousers,5.0,669.32,3346.6000000000004,Cash,Chitwan,2024-03-08 22:00:00,Snowy,Heavy,Jazz,Emily,Festival
TX01632,Guest,Electronics,Camera,3.0,1437.28,4311.84,Cash,Kathmandu,2024-03-08 23:00:00,Rainy,Heavy,Rock,Sarah,Sports Event
TX01633,Regular,Personal Care,Toothbrush,2.0,1935.46,3870.92,Debit Card,Bhairahawa,2024-03-09 00:00:00,Sunny,Heavy,Pop,John,Festival
TX01634,Regular,Frozen Foods,Fish Sticks,3.0,1399.08,4197.24,Debit Card,Pokhara,2024-03-09 01:00:00,Sunny,Light,No Music,John,Sports Event
TX01635,Guest,Household Items,Mop,,202.08,1010.4000000000001,Credit Card,Pokhara,2024-03-09 02:00:00,Sunny,Moderate,Rock,John,Political Rally
TX01636,,Stationery,Marker,,1531.95,6127.8,Debit Card,Kathmandu,2024-03-09 03:00:00,Sunny,Light,Pop,Sarah,None
TX01637,Regular,Sports & Fitness,Skipping Rope,5.0,589.84,2949.2000000000003,Cash,Biratnagar,2024-03-09 04:00:00,Windy,Heavy,Classical,John,Sports Event
TX01638,Regular,Personal Care,Shampoo,5.0,1058.51,5292.55,Debit Card,Biratnagar,2024-03-09 05:00:00,Sunny,Heavy,Classical,Michael,Festival
TX01639,Member,Frozen Foods,French Fries,1.0,354.22,354.22,Cash,Bhairahawa,2024-03-09 06:00:00,Rainy,Heavy,Jazz,Emily,
TX01640,Member,Toys & Games,Puzzle,1.0,1791.62,1791.62,Cash,Biratnagar,2024-03-09 07:00:00,Rainy,,Rock,David,None
TX01641,Member,Dairy Products,Buttermilk,3.0,,2767.44,Credit Card,,2024-03-09 08:00:00,Sunny,Heavy,Pop,John,Festival
TX01642,Regular,Sports & Fitness,Tennis Racket,4.0,1641.19,6564.76,Credit Card,Bhairahawa,2024-03-09 09:00:00,Rainy,Moderate,Classical,David,None
TX01643,Member,Toys & Games,Stuffed Animal,4.0,1255.21,,Mobile Payment,Pokhara,2024-03-09 10:00:00,Sunny,Moderate,Pop,Emily,Festival
TX01644,Guest,Stationery,Marker,3.0,1737.44,5212.32,Cash,Pokhara,2024-03-09 11:00:00,Cloudy,Heavy,Rock,David,Political Rally
TX01645,Regular,Meat & Seafood,Beef Steak,2.0,254.21,508.42,Credit Card,Kathmandu,2024-03-09 12:00:00,Sunny,Heavy,Pop,,Sports Event
TX01646,Regular,Household Items,Laundry Basket,5.0,1051.39,5256.950000000001,Credit Card,Kathmandu,2024-03-09 13:00:00,Cloudy,Moderate,No Music,Emily,Political Rally
TX01647,Member,Personal Care,Cotton Swabs,3.0,128.74,386.22,Debit Card,Biratnagar,2024-03-09 14:00:00,Sunny,,Jazz,Emily,Festival
TX01648,Member,Stationery,Highlighter,2.0,,1857.44,Cash,Bhairahawa,2024-03-09 15:00:00,Rainy,Heavy,Pop,John,
TX01649,Regular,Toys & Games,Frisbee,5.0,669.53,3347.6499999999996,Mobile Payment,Kathmandu,2024-03-09 16:00:00,Snowy,Light,Rock,Sarah,Sports Event
TX01650,,Bakery,Muffin,,385.66,1928.3000000000002,Mobile Payment,Chitwan,2024-03-09 17:00:00,Snowy,Heavy,Classical,David,Concert
TX01651,Guest,Snacks,Biscuits,5.0,1920.5,9602.5,Mobile Payment,Kathmandu,2024-03-09 18:00:00,Cloudy,Moderate,Pop,Michael,Sports Event
TX01652,Member,Toys & Games,Puzzle,4.0,1278.33,5113.32,Cash,Chitwan,2024-03-09 19:00:00,Cloudy,Light,Rock,Sarah,Political Rally
TX01653,Member,Personal Care,Toothpaste,5.0,230.96,1154.8,Cash,Bhairahawa,2024-03-09 20:00:00,Cloudy,Heavy,Jazz,Michael,
TX01654,Regular,Sports & Fitness,Basketball,,585.24,,Mobile Payment,Chitwan,2024-03-09 21:00:00,Rainy,Light,No Music,Sarah,Concert
TX01655,Member,Stationery,Eraser,3.0,1133.52,3400.56,Credit Card,Biratnagar,2024-03-09 22:00:00,Windy,Heavy,Jazz,Sarah,None
TX01656,Guest,Dairy Products,Whipping Cream,4.0,1074.68,,Mobile Payment,Chitwan,2024-03-09 23:00:00,Windy,Moderate,Rock,Emily,Concert
TX01657,Regular,Fresh Produce,Cabbage,4.0,1403.14,5612.56,Mobile Payment,Kathmandu,2024-03-10 00:00:00,Windy,Light,No Music,Sarah,Political Rally
TX01658,Member,Beverages,Milkshake,3.0,1781.88,5345.64,Credit Card,Kathmandu,2024-03-10 01:00:00,Snowy,Heavy,No Music,David,None
TX01659,Regular,Personal Care,Shaving Cream,3.0,1487.65,4462.950000000001,Cash,Biratnagar,2024-03-10 02:00:00,Windy,Light,Pop,Michael,Political Rally
TX01660,Regular,Frozen Foods,Frozen Soup,1.0,,1215.33,Debit Card,Pokhara,2024-03-10 03:00:00,Sunny,Light,Jazz,David,Festival
TX01661,Guest,Clothing,Belt,1.0,1763.48,1763.48,Debit Card,Biratnagar,2024-03-10 04:00:00,Rainy,Moderate,Rock,,Political Rally
TX01662,,Toys & Games,Toy Car,3.0,214.68,644.04,Mobile Payment,Kathmandu,,Sunny,Heavy,Jazz,Emily,Concert
TX01663,Guest,Fresh Produce,Potato,2.0,160.51,321.02,Credit Card,Bhairahawa,2024-03-10 06:00:00,Rainy,Light,,Sarah,Sports Event
TX01664,Regular,Dairy Products,Buttermilk,4.0,441.33,1765.32,Cash,Pokhara,2024-03-10 07:00:00,Snowy,Light,No Music,John,Festival
TX01665,Guest,Frozen Foods,Frozen Meat,4.0,1141.09,4564.36,Debit Card,Chitwan,2024-03-10 08:00:00,Snowy,Moderate,No Music,Emily,Concert
TX01666,Member,Meat & Seafood,Bacon,4.0,294.34,1177.36,Cash,Chitwan,2024-03-10 09:00:00,Cloudy,Light,Pop,David,None
TX01667,Guest,Stationery,Ruler,2.0,1755.09,3510.18,Mobile Payment,Chitwan,2024-03-10 10:00:00,Sunny,Moderate,No Music,Michael,None
TX01668,Member,Stationery,Highlighter,5.0,1298.38,6491.900000000001,Credit Card,Pokhara,2024-03-10 11:00:00,Sunny,Moderate,Pop,John,Festival
TX01669,Member,Clothing,Belt,5.0,830.02,4150.1,Cash,Kathmandu,2024-03-10 12:00:00,Rainy,,,Sarah,Festival
TX01670,Guest,Beverages,Juice,3.0,1367.08,4101.24,Mobile Payment,Bhairahawa,2024-03-10 13:00:00,Cloudy,Light,Jazz,David,Sports Event
TX01671,Member,Dairy Products,Cheese,2.0,158.72,317.44,Mobile Payment,Kathmandu,2024-03-10 14:00:00,Cloudy,Moderate,Classical,Emily,Sports Event
TX01672,Regular,Sports & Fitness,Basketball,3.0,1679.82,5039.46,Credit Card,,2024-03-10 15:00:00,Sunny,Light,No Music,Sarah,Sports Event
TX01673,Member,Meat & Seafood,Lamb Chops,2.0,1138.21,2276.42,Credit Card,Bhairahawa,2024-03-10 16:00:00,Snowy,Heavy,Classical,Michael,Concert
TX01674,,Sports & Fitness,Hockey Stick,2.0,1072.09,2144.18,Credit Card,Bhairahawa,2024-03-10 17:00:00,Cloudy,Light,Classical,Sarah,Sports Event
TX01675,Guest,Household Items,Dustpan,5.0,367.9,1839.5,Credit Card,Kathmandu,2024-03-10 18:00:00,Windy,Light,Pop,David,Concert
TX01676,Member,Meat & Seafood,Crab,1.0,1160.47,1160.47,Debit Card,Biratnagar,2024-03-10 19:00:00,Snowy,Moderate,No Music,David,Sports Event
TX01677,Regular,Bakery,Croissant,2.0,,678.84,Credit Card,Kathmandu,2024-03-10 20:00:00,Cloudy,,No Music,Michael,Concert
TX01678,Member,Sports & Fitness,Golf Ball,5.0,727.27,3636.35,Debit Card,Kathmandu,2024-03-10 21:00:00,Windy,Heavy,,Michael,Festival
TX01679,Regular,Clothing,Jeans,1.0,1319.73,1319.73,Mobile Payment,Biratnagar,2024-03-10 22:00:00,Cloudy,Light,Pop,David,Concert
TX01680,,Dairy Products,Whipping Cream,2.0,1847.21,3694.42,Mobile Payment,Bhairahawa,2024-03-10 23:00:00,Sunny,Moderate,,Michael,
TX01681,Regular,Meat & Seafood,Chicken Breast,4.0,881.74,3526.96,Cash,Biratnagar,2024-03-11 00:00:00,Windy,Moderate,Pop,Sarah,Concert
TX01682,Member,Grocery,Sugar,2.0,1730.17,3460.34,Mobile Payment,Kathmandu,2024-03-11 01:00:00,Rainy,Moderate,Classical,Sarah,Sports Event
TX01683,Member,Dairy Products,Milk,3.0,N/A,N/A,Mobile Payment,Kathmandu,2024-03-11 02:00:00,Rainy,Light,,John,Political Rally
TX01684,Guest,Household Items,Towel,3.0,1025.08,3075.24,Credit Card,Kathmandu,2024-03-11 03:00:00,Snowy,Light,No Music,Michael,Political Rally
TX01685,Member,Frozen Foods,Frozen Pizza,2.0,328.97,657.94,Credit Card,Biratnagar,2024-03-11 04:00:00,Sunny,Moderate,Pop,David,Festival
TX01686,Member,Fresh Produce,Apple,1.0,169.1,169.1,Cash,,,Sunny,Heavy,Jazz,Emily,None
TX01687,Regular,Fresh Produce,Carrot,5.0,1588.16,7940.8,Mobile Payment,,2024-03-11 06:00:00,Rainy,Heavy,Classical,Michael,Sports Event
TX01688,Member,Bakery,Pastry,5.0,884.14,4420.7,Credit Card,Pokhara,2024-03-11 07:00:00,Windy,Heavy,Classical,Sarah,Political Rally
TX01689,Guest,Fresh Produce,Apple,5.0,773.26,3866.3,Debit Card,Bhairahawa,2024-03-11 08:00:00,Windy,Light,Rock,Sarah,Festival
TX01690,Regular,Toys & Games,Yo-Yo,5.0,427.89,2139.45,Cash,Biratnagar,,Sunny,Moderate,Classical,David,Festival
TX01691,Guest,Fresh Produce,Spinach,1.0,1696.95,1696.95,Mobile Payment,Kathmandu,2024-03-11 10:00:00,Windy,,Classical,Michael,None
TX01692,Guest,Personal Care,Deodorant,1.0,1631.45,1631.45,Mobile Payment,Kathmandu,2024-03-11 11:00:00,Sunny,Heavy,Rock,Sarah,Sports Event
TX01693,Regular,Household Items,Mop,3.0,497.7,1493.1,Cash,Kathmandu,2024-03-11 12:00:00,Sunny,,No Music,David,Concert
TX01694,Guest,Frozen Foods,French Fries,1.0,662.32,662.32,Cash,Bhairahawa,2024-03-11 13:00:00,Rainy,Light,Classical,Emily,None
TX01695,Member,Dairy Products,Milk,5.0,1003.48,5017.4,Cash,Pokhara,2024-03-11 14:00:00,Rainy,Light,Pop,John,Concert
TX01696,Guest,Toys & Games,Rubik's Cube,2.0,1618.98,3237.96,Debit Card,Bhairahawa,2024-03-11 15:00:00,Sunny,,Classical,David,Sports Event
TX01697,Regular,Meat & Seafood,Fish Fillet,3.0,1318.3,3954.8999999999996,Mobile Payment,Biratnagar,2024-03-11 16:00:00,Sunny,Moderate,Pop,David,Sports Event
TX01698,Guest,Bakery,Donut,5.0,480.55,2402.75,Debit Card,Chitwan,2024-03-11 17:00:00,Snowy,Heavy,Pop,John,None
TX01699,Regular,Snacks,Biscuits,5.0,1864.71,9323.55,Debit Card,Chitwan,2024-03-11 18:00:00,Snowy,Moderate,Jazz,Michael,None
TX01700,Regular,,Football,3.0,1123.03,3369.09,Mobile Payment,,2024-03-11 19:00:00,,Heavy,Pop,David,None
TX01701,Guest,Beverages,Whiskey,5.0,1676.94,8384.7,Cash,Chitwan,2024-03-11 20:00:00,Sunny,Moderate,Classical,John,None
TX01702,Member,Grocery,Sugar,2.0,501.43,1002.86,Cash,Kathmandu,2024-03-11 21:00:00,Windy,Light,Pop,John,Festival
TX01703,Regular,Dairy Products,Cheese,2.0,867.35,1734.7,Cash,Kathmandu,2024-03-11 22:00:00,Cloudy,Moderate,Classical,Sarah,None
TX01704,Regular,Stationery,Pencil,3.0,583.0,1749.0,Cash,Bhairahawa,2024-03-11 23:00:00,Snowy,Light,Pop,David,Sports Event
TX01705,Guest,Clothing,Belt,5.0,345.17,1725.8500000000001,Debit Card,Bhairahawa,2024-03-12 00:00:00,Snowy,Heavy,Classical,,Sports Event
TX01706,Guest,Toys & Games,Board Game,5.0,768.79,3843.95,Cash,Bhairahawa,2024-03-12 01:00:00,Sunny,Moderate,Jazz,David,Festival
TX01707,Regular,Household Items,Towel,3.0,1992.46,5977.38,Mobile Payment,Chitwan,2024-03-12 02:00:00,Cloudy,Moderate,No Music,John,None
TX01708,Regular,Snacks,Nuts,1.0,1040.62,1040.62,Cash,Chitwan,2024-03-12 03:00:00,Cloudy,Heavy,Jazz,Sarah,None
TX01709,Regular,Clothing,Trousers,4.0,1358.64,5434.56,Cash,Kathmandu,2024-03-12 04:00:00,Sunny,Moderate,Pop,Sarah,Concert
TX01710,,Dairy Products,Condensed Milk,1.0,992.22,992.22,Credit Card,Bhairahawa,2024-03-12 05:00:00,Sunny,Light,Jazz,David,Sports Event
TX01711,Guest,Fresh Produce,,4.0,953.72,3814.88,Mobile Payment,Biratnagar,2024-03-12 06:00:00,Rainy,Heavy,Rock,Michael,
TX01712,Regular,Fresh Produce,Cabbage,5.0,1477.01,7385.05,Cash,Biratnagar,2024-03-12 07:00:00,Sunny,Light,Rock,Sarah,Sports Event
TX01713,Member,Stationery,Scissors,1.0,1779.09,1779.09,Debit Card,Chitwan,2024-03-12 08:00:00,Snowy,Light,Pop,Sarah,Political Rally
TX01714,Member,Meat & Seafood,Beef Steak,1.0,1804.23,1804.23,Credit Card,Pokhara,2024-03-12 09:00:00,Rainy,Light,Jazz,Emily,None
TX01715,Regular,Grocery,Spices,5.0,1951.67,9758.35,Cash,Chitwan,2024-03-12 10:00:00,Cloudy,Moderate,Rock,David,None
TX01716,Guest,Frozen Foods,French Fries,1.0,432.8,432.8,Mobile Payment,Pokhara,2024-03-12 11:00:00,Cloudy,Moderate,Rock,David,None
TX01717,Regular,Toys & Games,Toy Car,5.0,1124.58,5622.9,Debit Card,Kathmandu,2024-03-12 12:00:00,Sunny,Heavy,Classical,David,Sports Event
TX01718,Guest,Bakery,Cupcake,5.0,343.5,1717.5,Mobile Payment,Kathmandu,2024-03-12 13:00:00,Sunny,Moderate,Classical,Emily,
TX01719,,Frozen Foods,Frozen Soup,4.0,469.39,1877.56,Debit Card,Chitwan,2024-03-12 14:00:00,Cloudy,Heavy,Classical,David,Festival
TX01720,Member,Snacks,Crackers,1.0,827.17,827.17,Cash,Biratnagar,2024-03-12 15:00:00,Rainy,Moderate,No Music,David,Sports Event
TX01721,Regular,Stationery,Highlighter,2.0,1378.19,2756.38,Credit Card,Bhairahawa,2024-03-12 16:00:00,Rainy,Heavy,Rock,Sarah,Sports Event
TX01722,Member,Beverages,Whiskey,3.0,1241.46,,Cash,Kathmandu,2024-03-12 17:00:00,Windy,Light,No Music,David,None
TX01723,Guest,Sports & Fitness,Golf Ball,482.0,578.84,279000.88,Debit Card,Bhairahawa,2024-03-12 18:00:00,Windy,Heavy,Rock,John,Political Rally
TX01724,Guest,Dairy Products,Cheese,1.0,1693.14,1693.14,Credit Card,Bhairahawa,2024-03-12 19:00:00,Cloudy,,Pop,Michael,Political Rally
TX01725,Regular,Electronics,Tablet,1.0,552.28,552.28,Cash,Kathmandu,2024-03-12 20:00:00,Windy,Moderate,No Music,Emily,
TX01726,Member,Fresh Produce,Spinach,3.0,1224.44,3673.32,Debit Card,Pokhara,2024-03-12 21:00:00,Snowy,Light,Pop,Emily,Concert
TX01727,Guest,Dairy Products,Cheese,3.0,1121.92,3365.76,Mobile Payment,,2024-03-12 22:00:00,Windy,Light,Pop,David,Political Rally
TX01728,Regular,Electronics,,5.0,1027.53,5137.65,Debit Card,Chitwan,2024-03-12 23:00:00,Cloudy,Light,Pop,John,None
TX01729,Regular,Stationery,Pen,5.0,304.92,1524.6000000000001,Mobile Payment,Chitwan,2024-03-13 00:00:00,Rainy,Moderate,Jazz,John,Concert
TX01730,,Household Items,Broom,2.0,,1910.06,,Kathmandu,2024-03-13 01:00:00,Snowy,Moderate,Pop,Sarah,Political Rally
TX01731,Regular,Sports & Fitness,Swimming Goggles,3.0,1403.97,4211.91,Cash,Biratnagar,2024-03-13 02:00:00,Sunny,Light,No Music,Emily,Political Rally
TX01732,Guest,Clothing,Trousers,1.0,603.19,603.19,Cash,Biratnagar,,Windy,Moderate,,John,None
TX01733,Guest,Electronics,Tablet,4.0,1536.92,,Debit Card,Kathmandu,2024-03-13 04:00:00,Snowy,Moderate,No Music,Michael,Sports Event
TX01734,Member,Bakery,Cupcake,5.0,437.33,2186.65,Mobile Payment,Kathmandu,2024-03-13 05:00:00,Rainy,Heavy,Classical,Sarah,None
TX01735,Guest,Sports & Fitness,Golf Ball,5.0,1373.17,6865.85,Credit Card,Chitwan,2024-03-13 06:00:00,Snowy,Moderate,Pop,,None
TX01736,,Sports & Fitness,Skipping Rope,4.0,488.17,1952.68,Debit Card,,2024-03-13 07:00:00,Windy,Moderate,Jazz,Michael,Sports Event
TX01737,Guest,Snacks,Crackers,2.0,1018.35,2036.7,Credit Card,Pokhara,2024-03-13 08:00:00,Rainy,Light,Jazz,David,None
TX01738,Regular,Snacks,Chips,3.0,,3648.7799999999997,Mobile Payment,Chitwan,2024-03-13 09:00:00,Windy,Moderate,Pop,John,Festival
TX01739,Regular,Beverages,Juice,2.0,580.16,1160.32,Credit Card,Pokhara,2024-03-13 10:00:00,Sunny,Moderate,Classical,David,Sports Event
TX01740,Regular,Frozen Foods,Frozen Waffles,4.0,630.49,2521.96,,Kathmandu,,Sunny,Light,Classical,Sarah,Political Rally
TX01741,Regular,Beverages,,5.0,1427.8,7139.0,Credit Card,Bhairahawa,2024-03-13 12:00:00,Sunny,Moderate,No Music,John,Political Rally
TX01742,Guest,Personal Care,Toothbrush,3.0,310.17,,Debit Card,Chitwan,2024-03-13 13:00:00,Cloudy,Moderate,Pop,Emily,Sports Event
TX01743,Guest,Electronics,Laptop,4.0,1861.39,7445.56,Credit Card,Biratnagar,2024-03-13 14:00:00,Rainy,Heavy,Rock,David,Sports Event
TX01744,Guest,Snacks,Popcorn,3.0,829.88,2489.64,Cash,Pokhara,2024-03-13 15:00:00,Snowy,Light,Jazz,Emily,None
TX01745,Guest,Meat & Seafood,Crab,2.0,1003.8,2007.6,Credit Card,Chitwan,2024-03-13 16:00:00,Windy,Heavy,Jazz,Sarah,Festival
TX01746,Guest,Snacks,Biscuits,4.0,773.12,,Credit Card,Chitwan,2024-03-13 17:00:00,Sunny,,Classical,Michael,Sports Event
TX01747,Member,Meat & Seafood,Beef Steak,3.0,631.5,1894.5,,Bhairahawa,2024-03-13 18:00:00,Snowy,Light,Classical,Michael,
TX01748,Member,Bakery,Pastry,4.0,1904.29,7617.16,Credit Card,Kathmandu,2024-03-13 19:00:00,Snowy,Moderate,Rock,David,Sports Event
TX01749,Guest,Electronics,Tablet,4.0,1307.48,5229.92,Credit Card,Chitwan,,Sunny,Moderate,Jazz,Sarah,
TX01750,Guest,Fresh Produce,Carrot,2.0,N/A,N/A,Mobile Payment,Bhairahawa,2024-03-13 21:00:00,Rainy,Light,No Music,Michael,None
TX01751,Member,Electronics,Bluetooth Speaker,3.0,492.81,1478.43,,Chitwan,2024-03-13 22:00:00,Rainy,Moderate,Jazz,John,Political Rally
TX01752,Guest,Toys & Games,Doll,,1617.13,8085.650000000001,Mobile Payment,Pokhara,2024-03-13 23:00:00,Windy,Light,Classical,David,Festival
TX01753,Guest,Grocery,Oil,5.0,1802.16,9010.800000000001,Cash,Bhairahawa,2024-03-14 00:00:00,Sunny,Light,No Music,Sarah,Concert
TX01754,Guest,Dairy Products,Whipping Cream,2.0,1048.72,2097.44,Credit Card,Kathmandu,2024-03-14 01:00:00,Windy,Light,Classical,John,Political Rally
TX01755,Regular,Household Items,Detergent,3.0,947.03,2841.09,Mobile Payment,Bhairahawa,2024-03-14 02:00:00,Sunny,Moderate,Jazz,David,Sports Event
TX01756,Member,Electronics,Charger,4.0,703.69,2814.76,Debit Card,Kathmandu,2024-03-14 03:00:00,Snowy,Light,Rock,Sarah,Concert
TX01757,Member,Bakery,Bread,3.0,468.31,1404.93,Credit Card,Chitwan,2024-03-14 04:00:00,Windy,Heavy,No Music,Sarah,Sports Event
TX01758,Member,Snacks,Pretzels,1.0,1298.04,1298.04,Mobile Payment,Biratnagar,2024-03-14 05:00:00,Rainy,Heavy,No Music,David,Festival
TX01759,Guest,,Buttermilk,2.0,1910.96,3821.92,Cash,Chitwan,2024-03-14 06:00:00,,Heavy,Rock,David,Concert
TX01760,Member,Meat & Seafood,,4.0,892.51,3570.04,Credit Card,Chitwan,2024-03-14 07:00:00,Sunny,Moderate,Classical,John,Political Rally
TX01761,Regular,Snacks,Chips,1.0,240.42,240.42,Cash,Pokhara,2024-03-14 08:00:00,Windy,Light,No Music,Emily,Concert
TX01762,Guest,Sports & Fitness,Yoga Mat,5.0,1910.79,9553.95,Cash,Chitwan,2024-03-14 09:00:00,Windy,Moderate,Rock,Michael,Concert
TX01763,Regular,Beverages,Juice,2.0,1473.9,2947.8,Mobile Payment,Chitwan,2024-03-14 10:00:00,Rainy,,No Music,Emily,None
TX01764,Regular,Electronics,Headphones,5.0,1476.8,7384.0,Credit Card,Chitwan,2024-03-14 11:00:00,Cloudy,Light,Jazz,David,Sports Event
TX01765,Member,Household Items,Mop,4.0,151.36,605.44,Cash,Biratnagar,2024-03-14 12:00:00,Windy,Light,Jazz,Michael,Sports Event
TX01766,Guest,Stationery,Marker,4.0,881.61,3526.44,Credit Card,Chitwan,2024-03-14 13:00:00,Snowy,Light,Classical,Michael,Concert
TX01767,Guest,Fresh Produce,Ginger,5.0,1661.08,8305.4,Debit Card,Biratnagar,2024-03-14 14:00:00,Sunny,Light,,Sarah,Concert
TX01768,Member,Personal Care,Face Wash,2.0,1072.81,2145.62,Credit Card,Kathmandu,2024-03-14 15:00:00,Sunny,Light,Pop,Sarah,None
TX01769,Regular,Snacks,Biscuits,1.0,342.89,342.89,Mobile Payment,Bhairahawa,2024-03-14 16:00:00,Rainy,Heavy,No Music,Emily,Sports Event
TX01770,Member,Fresh Produce,Ginger,4.0,271.43,1085.72,,Bhairahawa,2024-03-14 17:00:00,Rainy,Light,Classical,Sarah,Concert
TX01771,Guest,Meat & Seafood,,1.0,442.24,442.24,Cash,Kathmandu,2024-03-14 18:00:00,Windy,Heavy,Pop,David,Sports Event
TX01772,Regular,Stationery,Scissors,3.0,351.68,1055.04,Cash,Bhairahawa,2024-03-14 19:00:00,Snowy,,Pop,John,Sports Event
TX01773,Member,Beverages,Energy Drink,2.0,1140.12,2280.24,Debit Card,Bhairahawa,2024-03-14 20:00:00,Cloudy,Moderate,Pop,Emily,Sports Event
TX01774,Regular,Meat & Seafood,Turkey,2.0,1098.28,2196.56,Cash,Bhairahawa,2024-03-14 21:00:00,Snowy,Moderate,No Music,Michael,Festival
TX01775,Member,Sports & Fitness,Tennis Racket,3.0,664.48,1993.44,Mobile Payment,Bhairahawa,2024-03-14 22:00:00,Rainy,Moderate,Classical,John,Festival
